Dataline,Play,PlayerLinenumber,ActSceneLine,Player,PlayerLine
31035,Cymbeline,65,4.2.218,BELARIUS,In these two princely boys! They are as gentle
31036,Cymbeline,65,4.2.219,BELARIUS,"As zephyrs blowing below the violet,"
31037,Cymbeline,65,4.2.220,BELARIUS,"Not wagging his sweet head, and yet as rough,"
31038,Cymbeline,65,4.2.221,BELARIUS,"Their royal blood enchafed, as the rudest wind,"
31039,Cymbeline,65,4.2.222,BELARIUS,"That by the top doth take the mountain pine,"
31040,Cymbeline,65,4.2.223,BELARIUS,And make him stoop to the vale. 'Tis wonder
31041,Cymbeline,65,4.2.224,BELARIUS,That an invisible instinct should frame them
31042,Cymbeline,65,4.2.225,BELARIUS,"To royalty unlearn'd, honour untaught,"
31043,Cymbeline,65,4.2.226,BELARIUS,"Civility not seen from other, valour"
31044,Cymbeline,65,4.2.227,BELARIUS,"That wildly grows in them, but yields a crop"
31045,Cymbeline,65,4.2.228,BELARIUS,As if it had been sow'd. Yet still it's strange
31046,Cymbeline,65,4.2.229,BELARIUS,"What Cloten's being here to us portends,"
31047,Cymbeline,65,4.2.230,BELARIUS,Or what his death will bring us.
31048,Cymbeline,65,,BELARIUS,Re-enter GUIDERIUS
31049,Cymbeline,66,4.2.231,GUIDERIUS,Where's my brother?
31050,Cymbeline,66,4.2.232,GUIDERIUS,"I have sent Cloten's clotpoll down the stream,"
31051,Cymbeline,66,4.2.233,GUIDERIUS,In embassy to his mother: his body's hostage
31052,Cymbeline,66,4.2.234,GUIDERIUS,For his return.
31053,Cymbeline,66,,GUIDERIUS,Solemn music
31054,Cymbeline,67,4.2.235,BELARIUS,My ingenious instrument!
31055,Cymbeline,67,4.2.236,BELARIUS,"Hark, Polydore, it sounds! But what occasion"
31056,Cymbeline,67,4.2.237,BELARIUS,Hath Cadwal now to give it motion? Hark!
31057,Cymbeline,68,4.2.238,GUIDERIUS,Is he at home?
31058,Cymbeline,69,4.2.239,BELARIUS,He went hence even now.
31059,Cymbeline,70,4.2.240,GUIDERIUS,What does he mean? since death of my dear'st mother
31060,Cymbeline,70,4.2.241,GUIDERIUS,it did not speak before. All solemn things
31061,Cymbeline,70,4.2.242,GUIDERIUS,Should answer solemn accidents. The matter?
31062,Cymbeline,70,4.2.243,GUIDERIUS,Triumphs for nothing and lamenting toys
31063,Cymbeline,70,4.2.244,GUIDERIUS,Is jollity for apes and grief for boys.
31064,Cymbeline,70,4.2.245,GUIDERIUS,Is Cadwal mad?
31065,Cymbeline,71,4.2.246,BELARIUS,"Look, here he comes,"
31066,Cymbeline,71,4.2.247,BELARIUS,And brings the dire occasion in his arms
31067,Cymbeline,71,4.2.248,BELARIUS,Of what we blame him for.
31068,Cymbeline,71,,BELARIUS,"Re-enter ARVIRAGUS, with IMOGEN, as dead, bearing her in his arms"
31069,Cymbeline,72,4.2.249,ARVIRAGUS,The bird is dead
31070,Cymbeline,72,4.2.250,ARVIRAGUS,That we have made so much on. I had rather
31071,Cymbeline,72,4.2.251,ARVIRAGUS,"Have skipp'd from sixteen years of age to sixty,"
31072,Cymbeline,72,4.2.252,ARVIRAGUS,"To have turn'd my leaping-time into a crutch,"
31073,Cymbeline,72,4.2.253,ARVIRAGUS,Than have seen this.
31074,Cymbeline,73,4.2.254,GUIDERIUS,"O sweetest, fairest lily!"
31075,Cymbeline,73,4.2.255,GUIDERIUS,My brother wears thee not the one half so well
31076,Cymbeline,73,4.2.256,GUIDERIUS,As when thou grew'st thyself.
31077,Cymbeline,74,4.2.257,BELARIUS,O melancholy!
31078,Cymbeline,74,4.2.258,BELARIUS,Who ever yet could sound thy bottom? find
31079,Cymbeline,74,4.2.259,BELARIUS,"The ooze, to show what coast thy sluggish crare"
31080,Cymbeline,74,4.2.260,BELARIUS,Might easiliest harbour in? Thou blessed thing!
31081,Cymbeline,74,4.2.261,BELARIUS,"Jove knows what man thou mightst have made, but I,"
31082,Cymbeline,74,4.2.262,BELARIUS,"Thou diedst, a most rare boy, of melancholy."
31083,Cymbeline,74,4.2.263,BELARIUS,How found you him?
31084,Cymbeline,75,4.2.264,ARVIRAGUS,"Stark, as you see:"
31085,Cymbeline,75,4.2.265,ARVIRAGUS,"Thus smiling, as some fly hid tickled slumber,"
31086,Cymbeline,75,4.2.266,ARVIRAGUS,"Not as death's dart, being laugh'd at, his"
31087,Cymbeline,75,4.2.267,ARVIRAGUS,right cheek
31088,Cymbeline,75,4.2.268,ARVIRAGUS,Reposing on a cushion.
31089,Cymbeline,76,4.2.269,GUIDERIUS,Where?
31090,Cymbeline,77,4.2.270,ARVIRAGUS,"O' the floor,"
31091,Cymbeline,77,4.2.271,ARVIRAGUS,"His arms thus leagued: I thought he slept, and put"
31092,Cymbeline,77,4.2.272,ARVIRAGUS,"My clouted brogues from off my feet, whose rudeness"
31093,Cymbeline,77,4.2.273,ARVIRAGUS,Answer'd my steps too loud.
31094,Cymbeline,78,4.2.274,GUIDERIUS,"Why, he but sleeps:"
31095,Cymbeline,78,4.2.275,GUIDERIUS,"If he be gone, he'll make his grave a bed,"
31096,Cymbeline,78,4.2.276,GUIDERIUS,"With female fairies will his tomb be haunted,"
31097,Cymbeline,78,4.2.277,GUIDERIUS,And worms will not come to thee.
31098,Cymbeline,79,4.2.278,ARVIRAGUS,With fairest flowers
31099,Cymbeline,79,4.2.279,ARVIRAGUS,"Whilst summer lasts and I live here, Fidele,"
31100,Cymbeline,79,4.2.280,ARVIRAGUS,I'll sweeten thy sad grave: thou shalt not lack
31101,Cymbeline,79,4.2.281,ARVIRAGUS,"The flower that's like thy face, pale primrose, nor"
31102,Cymbeline,79,4.2.282,ARVIRAGUS,"The azured harebell, like thy veins, no, nor"
31103,Cymbeline,79,4.2.283,ARVIRAGUS,"The leaf of eglantine, whom not to slander,"
31104,Cymbeline,79,4.2.284,ARVIRAGUS,"Out-sweeten'd not thy breath: the ruddock would,"
31105,Cymbeline,79,4.2.285,ARVIRAGUS,"With charitable bill,--O bill, sore-shaming"
31106,Cymbeline,79,4.2.286,ARVIRAGUS,Those rich-left heirs that let their fathers lie
31107,Cymbeline,79,4.2.287,ARVIRAGUS,"Without a monument!--bring thee all this,"
31108,Cymbeline,79,4.2.288,ARVIRAGUS,"Yea, and furr'd moss besides, when flowers are none,"
31109,Cymbeline,79,4.2.289,ARVIRAGUS,To winter-ground thy corse.
31110,Cymbeline,80,4.2.290,GUIDERIUS,"Prithee, have done,"
31111,Cymbeline,80,4.2.291,GUIDERIUS,And do not play in wench-like words with that
31112,Cymbeline,80,4.2.292,GUIDERIUS,"Which is so serious. Let us bury him,"
31113,Cymbeline,80,4.2.293,GUIDERIUS,And not protract with admiration what
31114,Cymbeline,80,4.2.294,GUIDERIUS,Is now due debt. To the grave!
31115,Cymbeline,81,4.2.295,ARVIRAGUS,"Say, where shall's lay him?"
31116,Cymbeline,82,4.2.296,GUIDERIUS,"By good Euriphile, our mother."
31117,Cymbeline,83,4.2.297,ARVIRAGUS,Be't so:
31118,Cymbeline,83,4.2.298,ARVIRAGUS,"And let us, Polydore, though now our voices"
31119,Cymbeline,83,4.2.299,ARVIRAGUS,"Have got the mannish crack, sing him to the ground,"
31120,Cymbeline,83,4.2.300,ARVIRAGUS,"As once our mother, use like note and words,"
31121,Cymbeline,83,4.2.301,ARVIRAGUS,Save that Euriphile must be Fidele.
31122,Cymbeline,84,4.2.302,GUIDERIUS,"Cadwal,"
31123,Cymbeline,84,4.2.303,GUIDERIUS,"I cannot sing: I'll weep, and word it with thee,"
31124,Cymbeline,84,4.2.304,GUIDERIUS,For notes of sorrow out of tune are worse
31125,Cymbeline,84,4.2.305,GUIDERIUS,Than priests and fanes that lie.
31126,Cymbeline,85,4.2.306,ARVIRAGUS,"We'll speak it, then."
31127,Cymbeline,86,4.2.307,BELARIUS,"Great griefs, I see, medicine the less, for Cloten"
31128,Cymbeline,86,4.2.308,BELARIUS,"Is quite forgot. He was a queen's son, boys,"
31129,Cymbeline,86,4.2.309,BELARIUS,"And though he came our enemy, remember"
31130,Cymbeline,86,4.2.310,BELARIUS,He was paid for that: though mean and
31131,Cymbeline,86,4.2.311,BELARIUS,"mighty, rotting"
31132,Cymbeline,86,4.2.312,BELARIUS,"Together, have one dust, yet reverence,"
31133,Cymbeline,86,4.2.313,BELARIUS,"That angel of the world, doth make distinction"
31134,Cymbeline,86,4.2.314,BELARIUS,Of place 'tween high and low. Our foe was princely
31135,Cymbeline,86,4.2.315,BELARIUS,"And though you took his life, as being our foe,"
31136,Cymbeline,86,4.2.316,BELARIUS,Yet bury him as a prince.
31137,Cymbeline,87,4.2.317,GUIDERIUS,"Pray You, fetch him hither."
31138,Cymbeline,87,4.2.318,GUIDERIUS,"Thersites' body is as good as Ajax',"
31139,Cymbeline,87,4.2.319,GUIDERIUS,When neither are alive.
31140,Cymbeline,88,4.2.320,ARVIRAGUS,"If you'll go fetch him,"
31141,Cymbeline,88,4.2.321,ARVIRAGUS,"We'll say our song the whilst. Brother, begin."
31142,Cymbeline,88,,ARVIRAGUS,Exit BELARIUS
31143,Cymbeline,89,4.2.322,GUIDERIUS,"Nay, Cadwal, we must lay his head to the east,"
31144,Cymbeline,89,4.2.323,GUIDERIUS,My father hath a reason for't.
31145,Cymbeline,90,4.2.324,ARVIRAGUS,'Tis true.
31146,Cymbeline,91,4.2.325,GUIDERIUS,"Come on then, and remove him."
31147,Cymbeline,92,4.2.326,ARVIRAGUS,So. Begin.
31148,Cymbeline,92,,ARVIRAGUS,SONG
31149,Cymbeline,93,4.2.327,GUIDERIUS,"Fear no more the heat o' the sun,"
31150,Cymbeline,93,4.2.328,GUIDERIUS,"Nor the furious winter's rages,"
31151,Cymbeline,93,4.2.329,GUIDERIUS,"Thou thy worldly task hast done,"
31152,Cymbeline,93,4.2.330,GUIDERIUS,"Home art gone, and ta'en thy wages:"
31153,Cymbeline,93,4.2.331,GUIDERIUS,"Golden lads and girls all must,"
31154,Cymbeline,93,4.2.332,GUIDERIUS,"As chimney-sweepers, come to dust."
31155,Cymbeline,94,4.2.333,ARVIRAGUS,"Fear no more the frown o' the great,"
31156,Cymbeline,94,4.2.334,ARVIRAGUS,"Thou art past the tyrant's stroke,"
31157,Cymbeline,94,4.2.335,ARVIRAGUS,"Care no more to clothe and eat,"
31158,Cymbeline,94,4.2.336,ARVIRAGUS,To thee the reed is as the oak:
31159,Cymbeline,94,4.2.337,ARVIRAGUS,"The sceptre, learning, physic, must"
31160,Cymbeline,94,4.2.338,ARVIRAGUS,"All follow this, and come to dust."
31161,Cymbeline,95,4.2.339,GUIDERIUS,"Fear no more the lightning flash,"
31162,Cymbeline,96,4.2.340,ARVIRAGUS,"Nor the all-dreaded thunder-stone,"
31163,Cymbeline,97,4.2.341,GUIDERIUS,"Fear not slander, censure rash,"
31164,Cymbeline,98,4.2.342,ARVIRAGUS,Thou hast finish'd joy and moan:
31165,Cymbeline,100,4.2.343,ARVIRAGUS,"All lovers young, all lovers must"
31166,Cymbeline,100,4.2.344,ARVIRAGUS,"Consign to thee, and come to dust."
31167,Cymbeline,101,4.2.345,GUIDERIUS,No exorciser harm thee!
31168,Cymbeline,102,4.2.346,ARVIRAGUS,Nor no witchcraft charm thee!
31169,Cymbeline,103,4.2.347,GUIDERIUS,Ghost unlaid forbear thee!
31170,Cymbeline,104,4.2.348,ARVIRAGUS,Nothing ill come near thee!
31171,Cymbeline,106,4.2.349,ARVIRAGUS,"Quiet consummation have,"
31172,Cymbeline,106,4.2.350,ARVIRAGUS,And renowned be thy grave!
31173,Cymbeline,106,,ARVIRAGUS,"Re-enter BELARIUS, with the body of CLOTEN"
31174,Cymbeline,107,4.2.351,GUIDERIUS,"We have done our obsequies: come, lay him down."
31175,Cymbeline,108,4.2.352,BELARIUS,"Here's a few flowers, but 'bout midnight, more:"
31176,Cymbeline,108,4.2.353,BELARIUS,The herbs that have on them cold dew o' the night
31177,Cymbeline,108,4.2.354,BELARIUS,Are strewings fitt'st for graves. Upon their faces.
31178,Cymbeline,108,4.2.355,BELARIUS,"You were as flowers, now wither'd: even so"
31179,Cymbeline,108,4.2.356,BELARIUS,"These herblets shall, which we upon you strew."
31180,Cymbeline,108,4.2.357,BELARIUS,"Come on, away: apart upon our knees."
31181,Cymbeline,108,4.2.358,BELARIUS,The ground that gave them first has them again:
31182,Cymbeline,108,4.2.359,BELARIUS,"Their pleasures here are past, so is their pain."
31183,Cymbeline,108,,BELARIUS,"Exeunt BELARIUS, GUIDERIUS, and ARVIRAGUS"
31184,Cymbeline,109,4.2.360,IMOGEN,"[Awaking]  Yes, sir, to Milford-Haven, which is"
31185,Cymbeline,109,4.2.361,IMOGEN,the way?--
31186,Cymbeline,109,4.2.362,IMOGEN,"I thank you.--By yond bush?--Pray, how far thither?"
31187,Cymbeline,109,4.2.363,IMOGEN,'Ods pittikins! can it be six mile yet?--
31188,Cymbeline,109,4.2.364,IMOGEN,"I have gone all night. 'Faith, I'll lie down and sleep."
31189,Cymbeline,109,4.2.365,IMOGEN,"But, soft! no bedfellow!--O god s and goddesses!"
31190,Cymbeline,109,,IMOGEN,Seeing the body of CLOTEN
31191,Cymbeline,109,4.2.366,IMOGEN,"These flowers are like the pleasures of the world,"
31192,Cymbeline,109,4.2.367,IMOGEN,"This bloody man, the care on't. I hope I dream,"
31193,Cymbeline,109,4.2.368,IMOGEN,"For so I thought I was a cave-keeper,"
31194,Cymbeline,109,4.2.369,IMOGEN,"And cook to honest creatures: but 'tis not so,"
31195,Cymbeline,109,4.2.370,IMOGEN,"'Twas but a bolt of nothing, shot at nothing,"
31196,Cymbeline,109,4.2.371,IMOGEN,Which the brain makes of fumes: our very eyes
31197,Cymbeline,109,4.2.372,IMOGEN,"Are sometimes like our judgments, blind. Good faith,"
31198,Cymbeline,109,4.2.373,IMOGEN,I tremble stiff with fear: but if there be
31199,Cymbeline,109,4.2.374,IMOGEN,Yet left in heaven as small a drop of pity
31200,Cymbeline,109,4.2.375,IMOGEN,"As a wren's eye, fear'd gods, a part of it!"
31201,Cymbeline,109,4.2.376,IMOGEN,"The dream's here still: even when I wake, it is"
31202,Cymbeline,109,4.2.377,IMOGEN,"Without me, as within me, not imagined, felt."
31203,Cymbeline,109,4.2.378,IMOGEN,A headless man! The garments of Posthumus!
31204,Cymbeline,109,4.2.379,IMOGEN,"I know the shape of's leg: this is his hand,"
31205,Cymbeline,109,4.2.380,IMOGEN,"His foot Mercurial, his Martial thigh,"
31206,Cymbeline,109,4.2.381,IMOGEN,The brawns of Hercules: but his Jovial face
31207,Cymbeline,109,4.2.382,IMOGEN,"Murder in heaven?--How!--'Tis gone. Pisanio,"
31208,Cymbeline,109,4.2.383,IMOGEN,"All curses madded Hecuba gave the Greeks,"
31209,Cymbeline,109,4.2.384,IMOGEN,"And mine to boot, be darted on thee! Thou,"
31210,Cymbeline,109,4.2.385,IMOGEN,"Conspired with that irregulous devil, Cloten,"
31211,Cymbeline,109,4.2.386,IMOGEN,Hast here cut off my lord. To write and read
31212,Cymbeline,109,4.2.387,IMOGEN,Be henceforth treacherous! Damn'd Pisanio
31213,Cymbeline,109,4.2.388,IMOGEN,"Hath with his forged letters,--damn'd Pisanio--"
31214,Cymbeline,109,4.2.389,IMOGEN,From this most bravest vessel of the world
31215,Cymbeline,109,4.2.390,IMOGEN,"Struck the main-top! O Posthumus! alas,"
31216,Cymbeline,109,4.2.391,IMOGEN,Where is thy head? where's that? Ay me!
31217,Cymbeline,109,4.2.392,IMOGEN,where's that?
31218,Cymbeline,109,4.2.393,IMOGEN,"Pisanio might have kill'd thee at the heart,"
31219,Cymbeline,109,4.2.394,IMOGEN,And left this head on. How should this be? Pisanio?
31220,Cymbeline,109,4.2.395,IMOGEN,'Tis he and Cloten: malice and lucre in them
31221,Cymbeline,109,4.2.396,IMOGEN,"Have laid this woe here. O, 'tis pregnant, pregnant!"
31222,Cymbeline,109,4.2.397,IMOGEN,"The drug he gave me, which he said was precious"
31223,Cymbeline,109,4.2.398,IMOGEN,"And cordial to me, have I not found it"
31224,Cymbeline,109,4.2.399,IMOGEN,Murderous to the senses? That confirms it home:
31225,Cymbeline,109,4.2.400,IMOGEN,"This is Pisanio's deed, and Cloten's: O!"
31226,Cymbeline,109,4.2.401,IMOGEN,"Give colour to my pale cheek with thy blood,"
31227,Cymbeline,109,4.2.402,IMOGEN,That we the horrider may seem to those
31228,Cymbeline,109,4.2.403,IMOGEN,"Which chance to find us: O, my lord, my lord!"
31229,Cymbeline,109,,IMOGEN,Falls on the body
31230,Cymbeline,109,,IMOGEN,"Enter LUCIUS, a Captain and other Officers, and a Soothsayer"
31231,Cymbeline,110,4.2.404,Captain,"To them the legions garrison'd in Gailia,"
31232,Cymbeline,110,4.2.405,Captain,"After your will, have cross'd the sea, attending"
31233,Cymbeline,110,4.2.406,Captain,You here at Milford-Haven with your ships:
31234,Cymbeline,110,4.2.407,Captain,They are in readiness.
31235,Cymbeline,111,4.2.408,CAIUS LUCIUS,But what from Rome?
31236,Cymbeline,112,4.2.409,Captain,The senate hath stirr'd up the confiners
31237,Cymbeline,112,4.2.410,Captain,"And gentlemen of Italy, most willing spirits,"
31238,Cymbeline,112,4.2.411,Captain,That promise noble service: and they come
31239,Cymbeline,112,4.2.412,Captain,"Under the conduct of bold Iachimo,"
31240,Cymbeline,112,4.2.413,Captain,Syenna's brother.
31241,Cymbeline,113,4.2.414,CAIUS LUCIUS,When expect you them?
31242,Cymbeline,114,4.2.415,Captain,With the next benefit o' the wind.
31243,Cymbeline,115,4.2.416,CAIUS LUCIUS,This forwardness
31244,Cymbeline,115,4.2.417,CAIUS LUCIUS,Makes our hopes fair. Command our present numbers
31245,Cymbeline,115,4.2.418,CAIUS LUCIUS,"Be muster'd, bid the captains look to't. Now, sir,"
31246,Cymbeline,115,4.2.419,CAIUS LUCIUS,What have you dream'd of late of this war's purpose?
31247,Cymbeline,116,4.2.420,Soothsayer,Last night the very gods show'd me a vision--
31248,Cymbeline,116,4.2.421,Soothsayer,I fast and pray'd for their intelligence--thus:
31249,Cymbeline,116,4.2.422,Soothsayer,"I saw Jove's bird, the Roman eagle, wing'd"
31250,Cymbeline,116,4.2.423,Soothsayer,"From the spongy south to this part of the west,"
31251,Cymbeline,116,4.2.424,Soothsayer,There vanish'd in the sunbeams: which portends--
31252,Cymbeline,116,4.2.425,Soothsayer,Unless my sins abuse my divination--
31253,Cymbeline,116,4.2.426,Soothsayer,Success to the Roman host.
31254,Cymbeline,117,4.2.427,CAIUS LUCIUS,"Dream often so,"
31255,Cymbeline,117,4.2.428,CAIUS LUCIUS,"And never false. Soft, ho! what trunk is here"
31256,Cymbeline,117,4.2.429,CAIUS LUCIUS,Without his top? The ruin speaks that sometime
31257,Cymbeline,117,4.2.430,CAIUS LUCIUS,It was a worthy building. How! a page!
31258,Cymbeline,117,4.2.431,CAIUS LUCIUS,"Or dead, or sleeping on him? But dead rather,"
31259,Cymbeline,117,4.2.432,CAIUS LUCIUS,For nature doth abhor to make his bed
31260,Cymbeline,117,4.2.433,CAIUS LUCIUS,"With the defunct, or sleep upon the dead."
31261,Cymbeline,117,4.2.434,CAIUS LUCIUS,Let's see the boy's face.
31262,Cymbeline,118,4.2.435,Captain,"He's alive, my lord."
31263,Cymbeline,119,4.2.436,CAIUS LUCIUS,"He'll then instruct us of this body. Young one,"
31264,Cymbeline,119,4.2.437,CAIUS LUCIUS,"Inform us of thy fortunes, for it seems"
31265,Cymbeline,119,4.2.438,CAIUS LUCIUS,They crave to be demanded. Who is this
31266,Cymbeline,119,4.2.439,CAIUS LUCIUS,Thou makest thy bloody pillow? Or who was he
31267,Cymbeline,119,4.2.440,CAIUS LUCIUS,"That, otherwise than noble nature did,"
31268,Cymbeline,119,4.2.441,CAIUS LUCIUS,Hath alter'd that good picture? What's thy interest
31269,Cymbeline,119,4.2.442,CAIUS LUCIUS,In this sad wreck? How came it? Who is it?
31270,Cymbeline,119,4.2.443,CAIUS LUCIUS,What art thou?
31271,Cymbeline,120,4.2.444,IMOGEN,"I am nothing: or if not,"
31272,Cymbeline,120,4.2.445,IMOGEN,"Nothing to be were better. This was my master,"
31273,Cymbeline,120,4.2.446,IMOGEN,"A very valiant Briton and a good,"
31274,Cymbeline,120,4.2.447,IMOGEN,That here by mountaineers lies slain. Alas!
31275,Cymbeline,120,4.2.448,IMOGEN,There is no more such masters: I may wander
31276,Cymbeline,120,4.2.449,IMOGEN,"From east to occident, cry out for service,"
31277,Cymbeline,120,4.2.450,IMOGEN,"Try many, all good, serve truly, never"
31278,Cymbeline,120,4.2.451,IMOGEN,Find such another master.
31279,Cymbeline,121,4.2.452,CAIUS LUCIUS,"'Lack, good youth!"
31280,Cymbeline,121,4.2.453,CAIUS LUCIUS,Thou movest no less with thy complaining than
31281,Cymbeline,121,4.2.454,CAIUS LUCIUS,"Thy master in bleeding: say his name, good friend."
31282,Cymbeline,122,4.2.455,IMOGEN,Richard du Champ.
31283,Cymbeline,122,,IMOGEN,Aside
31284,Cymbeline,122,4.2.456,IMOGEN,If I do lie and do
31285,Cymbeline,122,4.2.457,IMOGEN,"No harm by it, though the gods hear, I hope"
31286,Cymbeline,122,4.2.458,IMOGEN,"They'll pardon it.--Say you, sir?"
31287,Cymbeline,123,4.2.459,CAIUS LUCIUS,Thy name?
31288,Cymbeline,124,4.2.460,IMOGEN,"Fidele, sir."
31289,Cymbeline,125,4.2.461,CAIUS LUCIUS,Thou dost approve thyself the very same:
31290,Cymbeline,125,4.2.462,CAIUS LUCIUS,"Thy name well fits thy faith, thy faith thy name."
31291,Cymbeline,125,4.2.463,CAIUS LUCIUS,Wilt take thy chance with me? I will not say
31292,Cymbeline,125,4.2.464,CAIUS LUCIUS,"Thou shalt be so well master'd, but, be sure,"
31293,Cymbeline,125,4.2.465,CAIUS LUCIUS,"No less beloved. The Roman emperor's letters,"
31294,Cymbeline,125,4.2.466,CAIUS LUCIUS,"Sent by a consul to me, should not sooner"
31295,Cymbeline,125,4.2.467,CAIUS LUCIUS,Than thine own worth prefer thee: go with me.
31296,Cymbeline,126,4.2.468,IMOGEN,"I'll follow, sir. But first, an't please the gods,"
31297,Cymbeline,126,4.2.469,IMOGEN,"I'll hide my master from the flies, as deep"
31298,Cymbeline,126,4.2.470,IMOGEN,"As these poor pickaxes can dig, and when"
31299,Cymbeline,126,4.2.471,IMOGEN,"With wild wood-leaves and weeds I ha' strew'd his grave,"
31300,Cymbeline,126,4.2.472,IMOGEN,"And on it said a century of prayers,"
31301,Cymbeline,126,4.2.473,IMOGEN,"Such as I can, twice o'er, I'll weep and sigh,"
31302,Cymbeline,126,4.2.474,IMOGEN,"And leaving so his service, follow you,"
31303,Cymbeline,126,4.2.475,IMOGEN,So please you entertain me.
31304,Cymbeline,127,4.2.476,CAIUS LUCIUS,"Ay, good youth!"
31305,Cymbeline,127,4.2.477,CAIUS LUCIUS,And rather father thee than master thee.
31306,Cymbeline,127,4.2.478,CAIUS LUCIUS,"My friends,"
31307,Cymbeline,127,4.2.479,CAIUS LUCIUS,The boy hath taught us manly duties: let us
31308,Cymbeline,127,4.2.480,CAIUS LUCIUS,"Find out the prettiest daisied plot we can,"
31309,Cymbeline,127,4.2.481,CAIUS LUCIUS,And make him with our pikes and partisans
31310,Cymbeline,127,4.2.482,CAIUS LUCIUS,"A grave: come, arm him. Boy, he is preferr'd"
31311,Cymbeline,127,4.2.483,CAIUS LUCIUS,"By thee to us, and he shall be interr'd"
31312,Cymbeline,127,4.2.484,CAIUS LUCIUS,"As soldiers can. Be cheerful, wipe thine eyes"
31313,Cymbeline,127,4.2.485,CAIUS LUCIUS,Some falls are means the happier to arise.
31314,Cymbeline,127,,CAIUS LUCIUS,Exeunt
31315,Cymbeline,127,,CAIUS LUCIUS,SCENE III. A room in Cymbeline's palace.
31316,Cymbeline,127,,CAIUS LUCIUS,"Enter CYMBELINE, Lords, PISANIO, and Attendants"
31317,Cymbeline,1,4.3.1,CYMBELINE,"Again, and bring me word how 'tis with her."
31318,Cymbeline,1,,CYMBELINE,Exit an Attendant
31319,Cymbeline,1,4.3.2,CYMBELINE,"A fever with the absence of her son,"
31320,Cymbeline,1,4.3.3,CYMBELINE,"A madness, of which her life's in danger. Heavens,"
31321,Cymbeline,1,4.3.4,CYMBELINE,"How deeply you at once do touch me! Imogen,"
31322,Cymbeline,1,4.3.5,CYMBELINE,"The great part of my comfort, gone, my queen"
31323,Cymbeline,1,4.3.6,CYMBELINE,"Upon a desperate bed, and in a time"
31324,Cymbeline,1,4.3.7,CYMBELINE,"When fearful wars point at me, her son gone,"
31325,Cymbeline,1,4.3.8,CYMBELINE,"So needful for this present: it strikes me, past"
31326,Cymbeline,1,4.3.9,CYMBELINE,"The hope of comfort. But for thee, fellow,"
31327,Cymbeline,1,4.3.10,CYMBELINE,Who needs must know of her departure and
31328,Cymbeline,1,4.3.11,CYMBELINE,"Dost seem so ignorant, we'll enforce it from thee"
31329,Cymbeline,1,4.3.12,CYMBELINE,By a sharp torture.
31330,Cymbeline,2,4.3.13,PISANIO,"Sir, my life is yours,"
31331,Cymbeline,2,4.3.14,PISANIO,"I humbly set it at your will, but, for my mistress,"
31332,Cymbeline,2,4.3.15,PISANIO,"I nothing know where she remains, why gone,"
31333,Cymbeline,2,4.3.16,PISANIO,"Nor when she purposes return. Beseech your highness,"
31334,Cymbeline,2,4.3.17,PISANIO,Hold me your loyal servant.
31335,Cymbeline,3,4.3.18,First Lord,"Good my liege,"
31336,Cymbeline,3,4.3.19,First Lord,The day that she was missing he was here:
31337,Cymbeline,3,4.3.20,First Lord,I dare be bound he's true and shall perform
31338,Cymbeline,3,4.3.21,First Lord,"All parts of his subjection loyally. For Cloten,"
31339,Cymbeline,3,4.3.22,First Lord,"There wants no diligence in seeking him,"
31340,Cymbeline,3,4.3.23,First Lord,"And will, no doubt, be found."
31341,Cymbeline,4,4.3.24,CYMBELINE,The time is troublesome.
31342,Cymbeline,4,,CYMBELINE,To PISANIO
31343,Cymbeline,4,4.3.25,CYMBELINE,"We'll slip you for a season, but our jealousy"
31344,Cymbeline,4,4.3.26,CYMBELINE,Does yet depend.
31345,Cymbeline,5,4.3.27,First Lord,"So please your majesty,"
31346,Cymbeline,5,4.3.28,First Lord,"The Roman legions, all from Gallia drawn,"
31347,Cymbeline,5,4.3.29,First Lord,"Are landed on your coast, with a supply"
31348,Cymbeline,5,4.3.30,First Lord,"Of Roman gentlemen, by the senate sent."
31349,Cymbeline,6,4.3.31,CYMBELINE,Now for the counsel of my son and queen!
31350,Cymbeline,6,4.3.32,CYMBELINE,I am amazed with matter.
31351,Cymbeline,7,4.3.33,First Lord,"Good my liege,"
31352,Cymbeline,7,4.3.34,First Lord,Your preparation can affront no less
31353,Cymbeline,7,4.3.35,First Lord,"Than what you hear of: come more, for more"
31354,Cymbeline,7,4.3.36,First Lord,you're ready:
31355,Cymbeline,7,4.3.37,First Lord,The want is but to put those powers in motion
31356,Cymbeline,7,4.3.38,First Lord,That long to move.
31357,Cymbeline,8,4.3.39,CYMBELINE,"I thank you. Let's withdraw,"
31358,Cymbeline,8,4.3.40,CYMBELINE,And meet the time as it seeks us. We fear not
31359,Cymbeline,8,4.3.41,CYMBELINE,"What can from Italy annoy us, but"
31360,Cymbeline,8,4.3.42,CYMBELINE,We grieve at chances here. Away!
31361,Cymbeline,8,,CYMBELINE,Exeunt all but PISANIO
31362,Cymbeline,9,4.3.43,PISANIO,I heard no letter from my master since
31363,Cymbeline,9,4.3.44,PISANIO,I wrote him Imogen was slain: 'tis strange:
31364,Cymbeline,9,4.3.45,PISANIO,Nor hear I from my mistress who did promise
31365,Cymbeline,9,4.3.46,PISANIO,To yield me often tidings: neither know I
31366,Cymbeline,9,4.3.47,PISANIO,"What is betid to Cloten, but remain"
