Dataline,Play,PlayerLinenumber,ActSceneLine,PlayerLine,Player
1874,Henry IV,3,3.2.42,"Opinion, that did help me to the crown,",AMIENS
1875,Henry IV,3,3.2.43,Had still kept loyal to possession,CHARMIAN
1876,Henry IV,3,3.2.44,"And left me in reputeless banishment,",HORATIO
1877,Henry IV,3,3.2.45,A fellow of no mark nor likelihood.,MACDUFF
1878,Henry IV,3,3.2.46,"By being seldom seen, I could not stir",CLAUDIO
1879,Henry IV,3,3.2.47,"But like a comet I was wonder'd at,",BASTARD
1880,Henry IV,3,3.2.48,"That men would tell their children 'This is he,'",SLENDER
1881,Henry IV,3,3.2.49,"Others would say 'Where, which is Bolingbroke?'",FALSTAFF
1882,Henry IV,3,3.2.50,"And then I stole all courtesy from heaven,",SIR TOBY BELCH
1883,Henry IV,3,3.2.51,And dress'd myself in such humility,FERDINAND
1884,Henry IV,3,3.2.52,"That I did pluck allegiance from men's hearts,",LEONTES
1885,Henry IV,3,3.2.53,"Loud shouts and salutations from their mouths,",KENT
1886,Henry IV,3,3.2.54,Even in the presence of the crowned king.,FENTON
1887,Henry IV,3,3.2.55,"Thus did I keep my person fresh and new,",Porter
1888,Henry IV,3,3.2.56,"My presence, like a robe pontifical,",MENENIUS
1889,Henry IV,3,3.2.57,"Ne'er seen but wonder'd at: and so my state,",BRUTUS
1890,Henry IV,3,3.2.58,"Seldom but sumptuous, showed like a feast",KING HENRY V
1891,Henry IV,3,3.2.59,And won by rareness such solemnity.,PETRUCHIO
1892,Henry IV,3,3.2.60,"The skipping king, he ambled up and down",ARTEMIDORUS
1893,Henry IV,3,3.2.61,"With shallow jesters and rash bavin wits,",RICHMOND
1894,Henry IV,3,3.2.62,"Soon kindled and soon burnt, carded his state,",Clown
1895,Henry IV,3,3.2.63,"Mingled his royalty with capering fools,",GREMIO
1896,Henry IV,3,3.2.64,Had his great name profaned with their scorns,TRANIO
1897,Henry IV,3,3.2.65,"And gave his countenance, against his name,",First Murderer
1898,Henry IV,3,3.2.66,To laugh at gibing boys and stand the push,Second Watchman
1899,Henry IV,3,3.2.67,"Of every beardless vain comparative,",FENTON
1900,Henry IV,3,3.2.68,"Grew a companion to the common streets,",KING CLAUDIUS
1901,Henry IV,3,3.2.69,"Enfeoff'd himself to popularity,",KING HENRY IV
1902,Henry IV,3,3.2.70,"That, being daily swallow'd by men's eyes,",SLY
1903,Henry IV,3,3.2.71,They surfeited with honey and began,Surveyor
1904,Henry IV,3,3.2.72,"To loathe the taste of sweetness, whereof a little",CLEOPATRA
1905,Henry IV,3,3.2.73,More than a little is by much too much.,THESEUS
1906,Henry IV,3,3.2.74,"So when he had occasion to be seen,",DEMETRIUS
1907,Henry IV,3,3.2.75,"He was but as the cuckoo is in June,",PHEBE
1908,Henry IV,3,3.2.76,"Heard, not regarded, seen, but with such eyes",PROSPERO
1909,Henry IV,3,3.2.77,"As, sick and blunted with community,",KING HENRY VI
1910,Henry IV,3,3.2.78,"Afford no extraordinary gaze,",KING HENRY V
1911,Henry IV,3,3.2.79,Such as is bent on sun-like majesty,CADE
1912,Henry IV,3,3.2.80,"When it shines seldom in admiring eyes,",BASTARD
1913,Henry IV,3,3.2.81,"But rather drowzed and hung their eyelids down,",HECTOR
1914,Henry IV,3,3.2.82,Slept in his face and render'd such aspect,CYMBELINE
1915,Henry IV,3,3.2.83,"As cloudy men use to their adversaries,",QUEEN KATHARINE
1916,Henry IV,3,3.2.84,"Being with his presence glutted, gorged and full.",KING LEWIS XI
1917,Henry IV,3,3.2.85,"And in that very line, Harry, standest thou,",PETRUCHIO
1918,Henry IV,3,3.2.86,For thou has lost thy princely privilege,BOULT
1919,Henry IV,3,3.2.87,With vile participation: not an eye,EDGAR
1920,Henry IV,3,3.2.88,"But is a-weary of thy common sight,",FRIAR LAURENCE
1921,Henry IV,3,3.2.89,"Save mine, which hath desired to see thee more,",MACBETH
1922,Henry IV,3,3.2.90,"Which now doth that I would not have it do,",PROSPERO
1923,Henry IV,3,3.2.91,Make blind itself with foolish tenderness.,BIRON
1924,Henry IV,4,3.2.92,"I shall hereafter, my thrice gracious lord,",Bawd
1925,Henry IV,4,3.2.93,Be more myself.,SLENDER
1926,Henry IV,5,3.2.94,For all the world,BIRON
1927,Henry IV,5,3.2.95,As thou art to this hour was Richard then,HELENA
1928,Henry IV,5,3.2.96,"When I from France set foot at Ravenspurgh,",Second Gentleman
1929,Henry IV,5,3.2.97,And even as I was then is Percy now.,First Warder
1930,Henry IV,5,3.2.98,"Now, by my sceptre and my soul to boot,",Young LUCIUS
1931,Henry IV,5,3.2.99,He hath more worthy interest to the state,CHARMIAN
1932,Henry IV,5,3.2.100,"Than thou the shadow of succession,",BASSANIO
1933,Henry IV,5,3.2.101,"For of no right, nor colour like to right,",Bawd
1934,Henry IV,5,3.2.102,"He doth fill fields with harness in the realm,",JULIA
1935,Henry IV,5,3.2.103,"Turns head against the lion's armed jaws,",ULYSSES
1936,Henry IV,5,3.2.104,"And, being no more in debt to years than thou,",OTHELLO
1937,Henry IV,5,3.2.105,Leads ancient lords and reverend bishops on,LAERTES
1938,Henry IV,5,3.2.106,To bloody battles and to bruising arms.,MARCIUS
1939,Henry IV,5,3.2.107,What never-dying honour hath he got,WARWICK
1940,Henry IV,5,3.2.108,"Against renowned Douglas! whose high deeds,",QUEEN
1941,Henry IV,5,3.2.109,Whose hot incursions and great name in arms,First Lord
1942,Henry IV,5,3.2.110,Holds from all soldiers chief majority,ARIEL
1943,Henry IV,5,3.2.111,And military title capital,DUCHESS OF YORK
1944,Henry IV,5,3.2.112,Through all the kingdoms that acknowledge Christ:,PAROLLES
1945,Henry IV,5,3.2.113,"Thrice hath this Hotspur, Mars in swathling clothes,",HERO
1946,Henry IV,5,3.2.114,"This infant warrior, in his enterprises",SIWARD
1947,Henry IV,5,3.2.115,"Discomfited great Douglas, ta'en him once,",TROILUS
1948,Henry IV,5,3.2.116,"Enlarged him and made a friend of him,",BUSHY
1949,Henry IV,5,3.2.117,To fill the mouth of deep defiance up,FERDINAND
1950,Henry IV,5,3.2.118,And shake the peace and safety of our throne.,QUEEN
1951,Henry IV,5,3.2.119,"And what say you to this? Percy, Northumberland,",ROSALIND
1952,Henry IV,5,3.2.120,"The Archbishop's grace of York, Douglas, Mortimer,",DUKE SENIOR
1953,Henry IV,5,3.2.121,Capitulate against us and are up.,FLORIZEL
1954,Henry IV,5,3.2.122,But wherefore do I tell these news to thee?,KING LEAR
1955,Henry IV,5,3.2.123,"Why, Harry, do I tell thee of my foes,",PERICLES
1956,Henry IV,5,3.2.124,Which art my near'st and dearest enemy?,GLOUCESTER
1957,Henry IV,5,3.2.125,"Thou that art like enough, through vassal fear,",VIOLA
1958,Henry IV,5,3.2.126,Base inclination and the start of spleen,PLANTAGENET
1959,Henry IV,5,3.2.127,"To fight against me under Percy's pay,",FALSTAFF
1960,Henry IV,5,3.2.128,"To dog his heels and curtsy at his frowns,",Messenger
1961,Henry IV,5,3.2.129,To show how much thou art degenerate.,POINS
1962,Henry IV,6,3.2.130,"Do not think so, you shall not find it so:",LUCIANA
1963,Henry IV,6,3.2.131,And God forgive them that so much have sway'd,ADRIANA
1964,Henry IV,6,3.2.132,Your majesty's good thoughts away from me!,PAROLLES
1965,Henry IV,6,3.2.133,I will redeem all this on Percy's head,CASSIUS
1966,Henry IV,6,3.2.134,And in the closing of some glorious day,First Gentleman
1967,Henry IV,6,3.2.135,"Be bold to tell you that I am your son,",EARL OF WORCESTER
1968,Henry IV,6,3.2.136,When I will wear a garment all of blood,MACBETH
1969,Henry IV,6,3.2.137,"And stain my favours in a bloody mask,",IMOGEN
1970,Henry IV,6,3.2.138,"Which, wash'd away, shall scour my shame with it:",Shepherd
1971,Henry IV,6,3.2.139,"And that shall be the day, whene'er it lights,",JESSICA
1972,Henry IV,6,3.2.140,"That this same child of honour and renown,",DESDEMONA
1973,Henry IV,6,3.2.141,"This gallant Hotspur, this all-praised knight,",FERDINAND
1974,Henry IV,6,3.2.142,And your unthought-of Harry chance to meet.,ULYSSES
1975,Henry IV,6,3.2.143,"For every honour sitting on his helm,",KING
1976,Henry IV,6,3.2.144,"Would they were multitudes, and on my head",TITUS ANDRONICUS
1977,Henry IV,6,3.2.145,"My shames redoubled! for the time will come,",HENRY BOLINGBROKE
1978,Henry IV,6,3.2.146,That I shall make this northern youth exchange,EDGAR
1979,Henry IV,6,3.2.147,His glorious deeds for my indignities.,HECTOR
1980,Henry IV,6,3.2.148,"Percy is but my factor, good my lord,",Lord
1981,Henry IV,6,3.2.149,"To engross up glorious deeds on my behalf,",SALANIO
1982,Henry IV,6,3.2.150,"And I will call him to so strict account,",MELUN
1983,Henry IV,6,3.2.151,"That he shall render every glory up,",EDMUND
1984,Henry IV,6,3.2.152,"Yea, even the slightest worship of his time,",OXFORD
1985,Henry IV,6,3.2.153,Or I will tear the reckoning from his heart.,BRUTUS
1986,Henry IV,6,3.2.154,"This, in the name of God, I promise here:",YORK
1987,Henry IV,6,3.2.155,"The which if He be pleased I shall perform,",GRUMIO
1988,Henry IV,6,3.2.156,I do beseech your majesty may salve,KING RICHARD II
1989,Henry IV,6,3.2.157,The long-grown wounds of my intemperance:,TRANIO
1990,Henry IV,6,3.2.158,"If not, the end of life cancels all bands,",KING LEAR
1991,Henry IV,6,3.2.159,And I will die a hundred thousand deaths,DESDEMONA
1992,Henry IV,6,3.2.160,Ere break the smallest parcel of this vow.,DUKE OF AUMERLE
1993,Henry IV,7,3.2.161,A hundred thousand rebels die in this:,IMOGEN
1994,Henry IV,7,3.2.162,Thou shalt have charge and sovereign trust herein.,FERDINAND
1995,Henry IV,7,,Enter BLUNT,BASTARD
1996,Henry IV,7,3.2.163,"How now, good Blunt? thy looks are full of speed.",TROILUS
1997,Henry IV,8,3.2.164,So hath the business that I come to speak of.,PRINCESS
1998,Henry IV,8,3.2.165,Lord Mortimer of Scotland hath sent word,PAGE
1999,Henry IV,8,3.2.166,That Douglas and the English rebels met,Gentleman
2000,Henry IV,8,3.2.167,The eleventh of this month at Shrewsbury,FLAVIUS
2001,Henry IV,8,3.2.168,"A mighty and a fearful head they are,",LORENZO
2002,Henry IV,8,3.2.169,"If promises be kept on every hand,",AARON
2003,Henry IV,8,3.2.170,As ever offer'd foul play in the state.,CLARENCE
2004,Henry IV,9,3.2.171,"The Earl of Westmoreland set forth to-day,",PROSPERO
2005,Henry IV,9,3.2.172,"With him my son, Lord John of Lancaster,",MISTRESS FORD
2006,Henry IV,9,3.2.173,For this advertisement is five days old:,GLOUCESTER
2007,Henry IV,9,3.2.174,"On Wednesday next, Harry, you shall set forward,",ULYSSES
2008,Henry IV,9,3.2.175,On Thursday we ourselves will march: our meeting,LUCENTIO
2009,Henry IV,9,3.2.176,"Is Bridgenorth: and, Harry, you shall march",RIVERS
2010,Henry IV,9,3.2.177,"Through Gloucestershire, by which account,",EDWARD
2011,Henry IV,9,3.2.178,"Our business valued, some twelve days hence",LEONTES
2012,Henry IV,9,3.2.179,Our general forces at Bridgenorth shall meet.,CLEON
2013,Henry IV,9,3.2.180,"Our hands are full of business: let's away,",GLOUCESTER
2014,Henry IV,9,3.2.181,"Advantage feeds him fat, while men delay.",BENEDICK
2015,Henry IV,9,,Exeunt,SILVIA
2016,Henry IV,10,,Eastcheap. The Boar's-Head Tavern.,DEMETRIUS
2017,Henry IV,10,,Enter FALSTAFF and BARDOLPH,HOTSPUR
2018,Henry IV,11,3.2.183,"Bardolph, am I not fallen away vilely since this last",CAPULET
2019,Henry IV,11,3.2.184,action? do I not bate? do I not dwindle? Why my,LADY CAPULET
2020,Henry IV,11,3.2.185,skin hangs about me like an like an old lady's loose,JESSICA
2021,Henry IV,11,3.2.186,"gown, I am withered like an old apple-john. Well,",ARVIRAGUS
2022,Henry IV,11,3.2.187,"I'll repent, and that suddenly, while I am in some",LODOVICO
2023,Henry IV,11,3.2.188,"liking, I shall be out of heart shortly, and then I",PLANTAGENET
2024,Henry IV,11,3.2.189,shall have no strength to repent. An I have not,BRUTUS
2025,Henry IV,11,3.2.190,"forgotten what the inside of a church is made of, I",Captain
2026,Henry IV,11,3.2.191,"am a peppercorn, a brewer's horse: the inside of a",TRANIO
2027,Henry IV,11,3.2.192,"church! Company, villanous company, hath been the",SEBASTIAN
2028,Henry IV,11,3.2.193,spoil of me.,DUKE OF VENICE
2029,Henry IV,12,3.2.194,"Sir John, you are so fretful, you cannot live long.",First Servingman
2030,Henry IV,13,3.2.195,"Why, there is it: come sing me a bawdy song, make",LAERTES
2031,Henry IV,13,3.2.196,me merry. I was as virtuously given as a gentleman,RODERIGO
2032,Henry IV,13,3.2.197,"need to be, virtuous enough, swore little, diced not",ISABELLA
2033,Henry IV,13,3.2.198,"above seven times a week, went to a bawdy-house once",WARWICK
2034,Henry IV,13,3.2.199,"in a quarter--of an hour, paid money that I",LADY GREY
2035,Henry IV,13,3.2.200,"borrowed, three of four times, lived well and in",MARCELLUS
2036,Henry IV,13,3.2.201,"good compass: and now I live out of all order, out",KING JOHN
2037,Henry IV,13,3.2.202,of all compass.,OBERON
2038,Henry IV,14,3.2.203,"Why, you are so fat, Sir John, that you must needs",NESTOR
2039,Henry IV,14,3.2.204,"be out of all compass, out of all reasonable",KING LEAR
2040,Henry IV,14,3.2.205,"compass, Sir John.",PERDITA
2041,Henry IV,15,3.2.206,"Do thou amend thy face, and I'll amend my life:",Second Fisherman
2042,Henry IV,15,3.2.207,"thou art our admiral, thou bearest the lantern in",HELENA
2043,Henry IV,15,3.2.208,"the poop, but 'tis in the nose of thee, thou art the",PORTIA
2044,Henry IV,15,3.2.209,Knight of the Burning Lamp.,HAMLET
2045,Henry IV,16,3.2.210,"Why, Sir John, my face does you no harm.",ARVIRAGUS
2046,Henry IV,17,3.2.211,"No, I'll be sworn, I make as good use of it as many",CLEOPATRA
2047,Henry IV,17,3.2.212,a man doth of a Death's-head or a memento mori: I,GRUMIO
2048,Henry IV,17,3.2.213,never see thy face but I think upon hell-fire and,SLY
2049,Henry IV,17,3.2.214,"Dives that lived in purple, for there he is in his",BASTARD
2050,Henry IV,17,3.2.215,"robes, burning, burning. If thou wert any way",MACBETH
2051,Henry IV,17,3.2.216,"given to virtue, I would swear by thy face, my oath",JESSICA
2052,Henry IV,17,3.2.217,"should be 'By this fire, that's God's angel:' but",PETRUCHIO
2053,Henry IV,17,3.2.218,"thou art altogether given over, and wert indeed, but",FLORIZEL
2054,Henry IV,17,3.2.219,"for the light in thy face, the son of utter",WILLIAMS
2055,Henry IV,17,3.2.220,darkness. When thou rannest up Gadshill in the,IAGO
2056,Henry IV,17,3.2.221,"night to catch my horse, if I did not think thou",MERCUTIO
2057,Henry IV,17,3.2.222,"hadst been an ignis fatuus or a ball of wildfire,",SCARUS
2058,Henry IV,17,3.2.223,"there's no purchase in money. O, thou art a",STEPHANO
2059,Henry IV,17,3.2.224,"perpetual triumph, an everlasting bonfire-light!",ALBANY
2060,Henry IV,17,3.2.225,Thou hast saved me a thousand marks in links and,Ghost
2061,Henry IV,17,3.2.226,"torches, walking with thee in the night betwixt",FALSTAFF
2062,Henry IV,17,3.2.227,tavern and tavern: but the sack that thou hast,KING LEWIS XI
2063,Henry IV,17,3.2.228,drunk me would have bought me lights as good cheap,BASTARD
2064,Henry IV,17,3.2.229,at the dearest chandler's in Europe. I have,VALENTINE
2065,Henry IV,17,3.2.230,maintained that salamander of yours with fire any,FRIAR FRANCIS
2066,Henry IV,17,3.2.231,"time this two and thirty years, God reward me for",FRIAR PETER
2067,Henry IV,17,3.2.232,it!,IAGO
2068,Henry IV,18,3.2.233,"'Sblood, I would my face were in your belly!",LUCIUS
2069,Henry IV,19,3.2.234,God-a-mercy! so should I be sure to be heart-burned.,MARK ANTONY
2070,Henry IV,19,,Enter Hostess,DOGBERRY
2071,Henry IV,19,3.2.235,"How now, Dame Partlet the hen! have you inquired",Widow
2072,Henry IV,19,3.2.236,yet who picked my pocket?,CAMILLO
2073,Henry IV,20,3.2.237,"Why, Sir John, what do you think, Sir John? do you",STEPHANO
2074,Henry IV,20,3.2.238,"think I keep thieves in my house? I have searched,",SURREY
2075,Henry IV,20,3.2.239,"I have inquired, so has my husband, man by man, boy",MARK ANTONY
2076,Henry IV,20,3.2.240,"by boy, servant by servant: the tithe of a hair",PARIS
2077,Henry IV,20,3.2.241,was never lost in my house before.,LORD POLONIUS
2078,Henry IV,21,3.2.242,"Ye lie, hostess: Bardolph was shaved and lost many",IAGO
2079,Henry IV,21,3.2.243,"a hair, and I'll be sworn my pocket was picked. Go",VIOLA
2080,Henry IV,21,3.2.244,"to, you are a woman, go.",ROMEO
2081,Henry IV,22,3.2.245,"Who, I? no, I defy thee: God's light, I was never",ALCIBIADES
2082,Henry IV,22,3.2.246,called so in mine own house before.,QUEEN ELIZABETH
2083,Henry IV,23,3.2.247,"Go to, I know you well enough.",MACDUFF
2084,Henry IV,24,3.2.248,"No, Sir John, You do not know me, Sir John. I know",ESCALUS
2085,Henry IV,24,3.2.249,"you, Sir John: you owe me money, Sir John, and now",POMPEY
2086,Henry IV,24,3.2.250,you pick a quarrel to beguile me of it: I bought,DROMIO OF EPHESUS
2087,Henry IV,24,3.2.251,you a dozen of shirts to your back.,ADRIANA
2088,Henry IV,25,3.2.252,"Dowlas, filthy dowlas: I have given them away to",MENAS
2089,Henry IV,25,3.2.253,"bakers' wives, and they have made bolters of them.",GLOUCESTER
2090,Henry IV,26,3.2.254,"Now, as I am a true woman, holland of eight",HUBERT
2091,Henry IV,26,3.2.255,"shillings an ell. You owe money here besides, Sir",OTHELLO
2092,Henry IV,26,3.2.256,"John, for your diet and by-drinkings, and money lent",PRINCESS
2093,Henry IV,26,3.2.257,"you, four and twenty pound.",EXETER
2094,Henry IV,27,3.2.258,"He had his part of it, let him pay.",CRESSIDA
2095,Henry IV,28,3.2.259,"He? alas, he is poor, he hath nothing.",CONRADE
2096,Henry IV,29,3.2.260,"How! poor? look upon his face, what call you rich?",COUNTESS
2097,Henry IV,29,3.2.261,"let them coin his nose, let them coin his cheeks:",HELENA
2098,Henry IV,29,3.2.262,"Ill not pay a denier. What, will you make a younker",ARTHUR
2099,Henry IV,29,3.2.263,of me? shall I not take mine case in mine inn but I,AUTOLYCUS
2100,Henry IV,29,3.2.264,shall have my pocket picked? I have lost a,OTHELLO
2101,Henry IV,29,3.2.265,seal-ring of my grandfather's worth forty mark.,GOWER
2102,Henry IV,30,3.2.266,"O Jesu, I have heard the prince tell him, I know not",BIRON
2103,Henry IV,30,3.2.267,"how oft, that ring was copper!",SIMPCOX
2104,Henry IV,31,3.2.268,"How! the prince is a Jack, a sneak-cup: 'sblood, an",MERCUTIO
2105,Henry IV,31,3.2.269,"he were here, I would cudgel him like a dog, if he",KING RICHARD II
2106,Henry IV,31,3.2.270,would say so.,SALISBURY
2107,Henry IV,31,,"Enter PRINCE HENRY and PETO, marching, and FALSTAFF meets them playing on his truncheon like a life",VOLUMNIA
2108,Henry IV,31,3.2.271,"How now, lad! is the wind in that door, i' faith?",LORD POLONIUS
2109,Henry IV,31,3.2.272,must we all march?,MENENIUS
2110,Henry IV,32,3.2.273,"Yea, two and two, Newgate fashion.",FLORIZEL
2111,Henry IV,33,3.2.274,"My lord, I pray you, hear me.",PAROLLES
2112,Henry IV,34,3.2.275,"What sayest thou, Mistress Quickly? How doth thy",IACHIMO
2113,Henry IV,34,3.2.276,"husband? I love him well, he is an honest man.",CLAUDIO
2114,Henry IV,35,3.2.277,"Good my lord, hear me.",DICK
2115,Henry IV,36,3.2.278,"Prithee, let her alone, and list to me.",KING JOHN
2116,Henry IV,37,3.2.279,"What sayest thou, Jack?",POLIXENES
2117,Henry IV,38,3.2.280,The other night I fell asleep here behind the arras,ROMEO
2118,Henry IV,38,3.2.281,and had my pocket picked: this house is turned,BEATRICE
2119,Henry IV,38,3.2.282,"bawdy-house, they pick pockets.",GOWER
2120,Henry IV,39,3.2.283,"What didst thou lose, Jack?",LADY MACBETH
2121,Henry IV,40,3.2.284,"Wilt thou believe me, Hal? three or four bonds of",ISABELLA
2122,Henry IV,40,3.2.285,"forty pound apiece, and a seal-ring of my",WARWICK
2123,Henry IV,40,3.2.286,grandfather's.,DIOMEDES
2124,Henry IV,41,3.2.287,"A trifle, some eight-penny matter.",ARTEMIDORUS
2125,Henry IV,42,3.2.288,"So I told him, my lord, and I said I heard your",AUFIDIUS
2126,Henry IV,42,3.2.289,"grace say so: and, my lord, he speaks most vilely",ULYSSES
2127,Henry IV,42,3.2.290,"of you, like a foul-mouthed man as he is, and said",AUTOLYCUS
2128,Henry IV,42,3.2.291,he would cudgel you.,THOMAS MOWBRAY
2129,Henry IV,43,3.2.292,What! he did not?,ANTIGONUS
2130,Henry IV,44,3.2.293,"There's neither faith, truth, nor womanhood in me else.",IAGO
2131,Henry IV,45,3.2.294,There's no more faith in thee than in a stewed,KING LEAR
2132,Henry IV,45,3.2.295,"prune, nor no more truth in thee than in a drawn",ADRIANO DE ARMADO
2133,Henry IV,45,3.2.296,"fox, and for womanhood, Maid Marian may be the",CLOTEN
2134,Henry IV,45,3.2.297,"deputy's wife of the ward to thee. Go, you thing,",HUME
2135,Henry IV,45,3.2.298,go,TITUS ANDRONICUS
2136,Henry IV,46,3.2.299,"Say, what thing? what thing?",IAGO
2137,Henry IV,47,3.2.300,"What thing! why, a thing to thank God on.",CASSIUS
2138,Henry IV,48,3.2.301,"I am no thing to thank God on, I would thou",TITANIA
2139,Henry IV,48,3.2.302,"shouldst know it, I am an honest man's wife: and,",DOMITIUS ENOBARBUS
2140,Henry IV,48,3.2.303,"setting thy knighthood aside, thou art a knave to",ROMEO
2141,Henry IV,48,3.2.304,call me so.,THESEUS
2142,Henry IV,49,3.2.305,"Setting thy womanhood aside, thou art a beast to say",QUEEN KATHARINE
2143,Henry IV,49,3.2.306,otherwise.,IACHIMO
2144,Henry IV,50,3.2.307,"Say, what beast, thou knave, thou?",ULYSSES
2145,Henry IV,51,3.2.308,"What beast! why, an otter.",VALENTINE
2146,Henry IV,52,3.2.309,"An otter, Sir John! Why an otter?",CASSANDRA
2147,Henry IV,53,3.2.310,"Why, she's neither fish nor flesh, a man knows not",PERICLES
2148,Henry IV,53,3.2.311,where to have her.,FALSTAFF
2149,Henry IV,54,3.2.312,Thou art an unjust man in saying so: thou or any,CELIA
2150,Henry IV,54,3.2.313,"man knows where to have me, thou knave, thou!",TRINCULO
2151,Henry IV,55,3.2.314,"Thou sayest true, hostess, and he slanders thee most grossly.",IACHIMO
2152,Henry IV,56,3.2.315,"So he doth you, my lord, and said this other day you",ISABELLA
2153,Henry IV,56,3.2.316,ought him a thousand pound.,DUKE ORSINO
2154,Henry IV,57,3.2.317,"Sirrah, do I owe you a thousand pound?",BRUTUS
2155,Henry IV,58,3.2.318,"A thousand pound, Ha! a million: thy love is worth",BIRON
2156,Henry IV,58,3.2.319,a million: thou owest me thy love.,MALCOLM
2157,Henry IV,59,3.2.320,"Nay, my lord, he called you Jack, and said he would",BENEDICK
2158,Henry IV,59,3.2.321,cudgel you.,MOROCCO
2159,Henry IV,60,3.2.322,"Did I, Bardolph?",PETRUCHIO
2160,Henry IV,61,3.2.323,"Indeed, Sir John, you said so.",HOTSPUR
2161,Henry IV,62,3.2.324,"Yea, if he said my ring was copper.",LEONTES
2162,Henry IV,63,3.2.325,I say 'tis copper: darest thou be as good as thy word now?,LUCIANA
2163,Henry IV,64,3.2.326,"Why, Hal, thou knowest, as thou art but man, I dare:",ALICE
2164,Henry IV,64,3.2.327,"but as thou art prince, I fear thee as I fear the",PROTEUS
2165,Henry IV,64,3.2.328,roaring of a lion's whelp.,CARDINAL WOLSEY
2166,Henry IV,65,3.2.329,And why not as the lion?,PRINCE HENRY
2167,Henry IV,66,3.2.330,The king is to be feared as the lion: dost thou,FENTON
2168,Henry IV,66,3.2.331,"think I'll fear thee as I fear thy father? nay, an",ANTONIO
2169,Henry IV,66,3.2.332,"I do, I pray God my girdle break.",DUKE VINCENTIO
2170,Henry IV,67,3.2.333,"O, if it should, how would thy guts fall about thy",SIR WALTER BLUNT
2171,Henry IV,67,3.2.334,"knees! But, sirrah, there's no room for faith,",TALBOT
2172,Henry IV,67,3.2.335,"truth, nor honesty in this bosom of thine, it is all",ULYSSES
2173,Henry IV,67,3.2.336,filled up with guts and midriff. Charge an honest,OBERON
2174,Henry IV,67,3.2.337,"woman with picking thy pocket! why, thou whoreson,",EXETER
2175,Henry IV,67,3.2.338,"impudent, embossed rascal, if there were anything in",OF SYRACUSE
2176,Henry IV,67,3.2.339,"thy pocket but tavern-reckonings, memorandums of",Second Goth
2177,Henry IV,67,3.2.340,"bawdy-houses, and one poor penny-worth of",PETER
2178,Henry IV,67,3.2.341,"sugar-candy to make thee long-winded, if thy pocket",AUTOLYCUS
2179,Henry IV,67,3.2.342,"were enriched with any other injuries but these, I",AEGEON
2180,Henry IV,67,3.2.343,"am a villain: and yet you will stand to if, you will",Messenger
2181,Henry IV,67,3.2.344,not pocket up wrong: art thou not ashamed?,MARCUS ANDRONICUS
2182,Henry IV,68,3.2.345,"Dost thou hear, Hal? thou knowest in the state of",PERICLES
2183,Henry IV,68,3.2.346,"innocency Adam fell, and what should poor Jack",Fool
2184,Henry IV,68,3.2.347,Falstaff do in the days of villany? Thou seest I,IAGO
2185,Henry IV,68,3.2.348,"have more flesh than another man, and therefore more",PISTOL
2186,Henry IV,68,3.2.349,"frailty. You confess then, you picked my pocket?",HENRY PERCY
2187,Henry IV,69,3.2.350,It appears so by the story.,MISTRESS PAGE
2188,Henry IV,70,3.2.351,"Hostess, I forgive thee: go, make ready breakfast,",DOGBERRY
2189,Henry IV,70,3.2.352,"love thy husband, look to thy servants, cherish thy",PETRUCHIO
2190,Henry IV,70,3.2.353,guests: thou shalt find me tractable to any honest,TIMON
2191,Henry IV,70,3.2.354,"reason: thou seest I am pacified still. Nay,",Nurse
2192,Henry IV,70,3.2.355,"prithee, be gone.",HAMLET
2193,Henry IV,70,,Exit Hostess,JAQUES
2194,Henry IV,70,3.2.356,"Now Hal, to the news at court: for the robbery,",CARDINAL WOLSEY
2195,Henry IV,70,3.2.357,"lad, how is that answered?",MERCUTIO
2196,Henry IV,71,3.2.358,"O, my sweet beef, I must still be good angel to",CORIOLANUS
2197,Henry IV,71,3.2.359,thee: the money is paid back again.,DUMAIN
2198,Henry IV,72,3.2.360,"O, I do not like that paying back, 'tis a double labour.",LAUNCE
2199,Henry IV,73,3.2.361,I am good friends with my father and may do any thing.,Fool
2200,Henry IV,74,3.2.362,"Rob me the exchequer the first thing thou doest, and",PETRUCHIO
2201,Henry IV,74,3.2.363,do it with unwashed hands too.,FORD
2202,Henry IV,75,3.2.364,"Do, my lord.",MARIANA
2203,Henry IV,76,3.2.365,"I have procured thee, Jack, a charge of foot.",Pandar
2204,Henry IV,77,3.2.366,I would it had been of horse. Where shall I find,POMPEY
2205,Henry IV,77,3.2.367,"one that can steal well? O for a fine thief, of the",CLAUDIO
2206,Henry IV,77,3.2.368,age of two and twenty or thereabouts! I am,Volsce
2207,Henry IV,77,3.2.369,"heinously unprovided. Well, God be thanked for",SATURNINUS
2208,Henry IV,77,3.2.370,"these rebels, they offend none but the virtuous: I",BRABANTIO
2209,Henry IV,77,3.2.371,"laud them, I praise them.",CORIOLANUS
2210,Henry IV,78,3.2.372,Bardolph!,BRABANTIO
2211,Henry IV,79,3.2.373,My lord?,KATHARINA
2212,Henry IV,80,3.2.374,"Go bear this letter to Lord John of Lancaster, to my",JAQUES
2213,Henry IV,80,3.2.375,"brother John, this to my Lord of Westmoreland.",Ghost
2214,Henry IV,80,,Exit Bardolph,THERSITES
2215,Henry IV,80,3.2.376,"Go, Peto, to horse, to horse, for thou and I have",CLARENCE
